Year,Region,Crop,Area_hectares,Yield_t_per_ha,Winter_Tmax,Spring_Tmax,Summer_Tmax,Autumn_Tmax,Winter_Tmin,Spring_Tmin,Summer_Tmin,Autumn_Tmin,Spring_Temp_Mean,Summer_Temp_Mean,Flowering_Temp,Grain_Filling_Temp,Summer_Tmax_Peak,Spring_Tmin_Coldest,Spring_Temp_Range,Summer_Temp_Range,Spring_GDD,Summer_GDD,Winter_Rain,Spring_Rain,Summer_Rain,Autumn_Rain,Planting_Rain,Grain_Filling_Rain,Harvest_Rain,Annual_Rain,Rain_Deviation_from_Optimal,Spring_Rain_Squared,Summer_Rain_Squared,Winter_Sun,Spring_Sun,Summer_Sun,Autumn_Sun,Grain_Filling_Sun,Flowering_Sun,Summer_Sun_per_Rain,Winter_Frost,Spring_Frost,Autumn_Frost,Late_Spring_Frost,Spring_Temp_x_Rain,Summer_Temp_x_Rain,Summer_Temp_x_Sun,Heat_Stress,Cold_Spring,Extreme_Summer_Rain,Drought_Spring,Country
2015,Belgium,Spring_Barley,4170,5.73,7.6649169921875,14.484012285868326,23.535861333211262,14.602030754089355,2.3525349299112954,3.9396206935246787,12.09999942779541,7.176149050394694,9.211816489696503,17.817930380503334,14.156603574752808,17.298029899597168,24.635236740112305,1.6026140451431274,10.544391592343647,11.435861905415852,379.06348407268524,1153.6137342453003,219.48095321655273,137.27787399291992,203.00561141967773,220.61597442626953,220.61597442626953,102.94230270385742,156.18460083007812,780.3804130554199,69.61958694458008,18845.214688016,41211.27826787719,135.7042007446289,616.22509765625,787.51318359375,281.71630859375,556.1209106445312,546.3008575439453,3.8792680561214024,31.0,13.0,3.0,0.0,1264.5785833184584,3617.1398511273305,14031.855079001978,0,0,0.0,0.0,Belgium
2016,Belgium,Spring_Barley,3160,4.52,7.1980264981587725,13.809751510620117,22.805423736572266,15.503896713256836,1.500405530134837,4.515929659207662,12.839642524719238,6.9874764283498125,9.162840584913889,17.822533130645752,15.231826066970825,17.623732089996338,23.89045524597168,1.1719309091567993,9.293821851412456,9.965781211853027,374.65565264225006,1154.0279817581177,230.32129287719727,222.58880615234375,240.49552154541016,144.83613777160645,144.83613777160645,185.4207305908203,100.1341781616211,838.2417583465576,11.758241653442383,49545.77662432566,57838.09588339884,141.60649871826172,556.7468948364258,708.3030700683594,312.5012893676758,470.6078338623047,451.6654357910156,2.945181953979206,32.0,15.0,4.0,0.0,2039.5457467602257,4286.239400515002,12623.754932831434,0,0,0.0,0.0,Belgium
