Year,Month,Region,Rainfall,Tmin,Tmax,Frost,Sunshine
2017,3,Scotland,127.3,1.8,9.0,9.8,117.3
2017,3,Wales,155.1,4.1,10.9,2.2,98.3
2017,4,England,17.6,4.1,13.5,2.4,181.6
2017,4,Northern Ireland,25.1,4.8,11.7,0.6,104.2
2017,4,Scotland,62.9,3.2,10.2,4.3,128.0
2017,4,Wales,25.5,4.1,12.3,2.8,161.7
2017,5,England,57.1,8.2,17.5,0.2,198.3
2017,5,Northern Ireland,56.4,6.9,17.1,0.1,252.4
2017,5,Scotland,53.6,6.0,15.4,1.0,212.7
2017,5,Wales,71.4,8.0,16.9,0.5,215.6
2017,6,England,82.1,11.5,20.3,0.0,188.3
2017,6,Northern Ireland,103.8,10.0,17.6,0.0,115.0
2017,6,Scotland,152.8,8.9,15.5,0.2,106.4
2017,6,Wales,130.8,11.0,18.3,0.0,160.7
2017,7,England,90.8,12.1,20.9,0.0,181.7
2017,7,Northern Ireland,122.5,10.3,18.6,0.0,166.0
2017,7,Scotland,109.8,9.2,16.7,0.0,143.2
2017,7,Wales,121.1,11.4,19.4,0.0,177.1
2017,8,England,72.4,11.2,20.0,0.0,177.9
2017,8,Northern Ireland,123.1,10.1,17.9,0.0,124.8
2017,8,Scotland,146.3,9.4,16.4,0.0,124.6
2017,8,Wales,111.3,10.8,18.2,0.0,146.7
2017,9,England,91.2,9.5,17.3,0.0,118.5
2017,9,Northern Ireland,145.7,8.4,15.5,0.0,106.7
2017,9,Scotland,140.7,8.1,14.2,0.0,93.0
2017,9,Wales,171.5,9.2,16.0,0.0,104.0
2017,10,England,53.9,9.0,15.3,0.3,84.6
2017,10,Northern Ireland,105.4,7.7,13.9,0.0,56.8
2017,10,Scotland,177.9,6.7,12.5,1.0,55.4
2017,10,Wales,109.3,8.7,14.3,0.5,69.6
2017,11,England,67.5,3.2,9.9,5.6,83.4
2017,11,Northern Ireland,112.5,3.1,8.7,3.6,60.1
2017,11,Scotland,163.3,1.5,6.7,9.9,55.5
2017,11,Wales,145.9,3.6,9.8,5.6,59.0
2017,12,England,98.0,1.7,7.6,11.5,55.2
2017,12,Northern Ireland,115.8,2.1,7.4,10.4,34.4
2017,12,Scotland,146.2,0.2,5.7,16.2,31.1
2017,12,Wales,171.3,2.3,7.6,9.4,39.4
2018,1,England,90.4,2.3,7.9,6.3,55.7
2018,1,Northern Ireland,179.3,1.2,6.6,9.5,49.4
2018,1,Scotland,184.1,-0.3,4.6,16.2,39.3
2018,1,Wales,170.1,2.1,7.5,7.9,47.5
2018,2,England,48.6,-0.4,5.7,15.6,101.6
2018,2,Northern Ireland,83.0,-0.4,6.2,15.8,96.9
2018,2,Scotland,96.8,-1.3,4.4,19.1,92.8
2018,2,Wales,78.1,-0.2,5.6,14.2,96.5
2018,3,England,103.0,1.4,7.9,10.6,79.6
2018,3,Northern Ireland,81.5,0.6,7.3,12.6,84.8
2018,3,Scotland,99.4,-0.4,5.2,16.7,89.6
2018,3,Wales,140.9,0.9,7.1,10.9,84.7
2018,4,England,78.3,5.9,13.2,0.6,123.5
2018,4,Northern Ireland,80.7,4.3,11.6,3.8,128.5
2018,4,Scotland,85.0,3.1,10.2,5.9,146.7
2018,4,Wales,115.1,5.1,12.1,2.0,124.6
2018,5,England,44.9,7.5,18.3,0.4,254.1
2018,5,Northern Ireland,53.8,7.0,16.6,0.1,216.0
2018,5,Scotland,48.1,5.9,15.6,1.2,224.3
2018,5,Wales,60.4,6.8,17.0,0.7,232.2
2018,6,England,14.6,10.5,21.1,0.0,242.1
2018,6,Northern Ireland,50.6,9.7,20.1,0.0,226.5
2018,6,Scotland,69.2,8.4,17.8,0.0,215.3
2018,6,Wales,20.4,10.3,20.5,0.0,261.0
2018,7,England,36.0,12.8,24.8,0.0,269.3
2018,7,Northern Ireland,71.9,11.3,20.1,0.0,174.4
2018,7,Scotland,79.3,10.6,19.4,0.0,182.2
2018,7,Wales,62.6,11.9,22.6,0.0,246.9
2018,8,England,66.3,12.1,21.3,0.0,169.4
2018,8,Northern Ireland,98.9,10.7,17.9,0.0,110.1
2018,8,Scotland,103.8,9.5,16.4,0.0,118.5
2018,8,Wales,99.2,11.4,18.9,0.0,138.5
2018,9,England,59.4,9.1,18.1,0.0,154.0
2018,9,Northern Ireland,55.5,7.8,15.2,0.1,97.5
2018,9,Scotland,171.1,7.2,13.7,0.2,104.4
2018,9,Wales,134.6,8.8,16.2,0.3,124.7
2018,10,England,64.8,6.5,14.6,2.6,130.4
2018,10,Northern Ireland,69.7,5.9,12.5,2.5,93.1
2018,10,Scotland,168.5,4.8,11.3,4.4,82.1
2018,10,Wales,132.0,5.8,13.3,3.7,114.8
2018,11,England,89.7,5.0,10.8,2.3,68.1
2018,11,Northern Ireland,144.2,4.4,10.1,2.1,60.0
2018,11,Scotland,158.7,3.5,8.9,4.1,52.5
2018,11,Wales,164.4,4.8,10.2,2.8,58.2
2018,12,England,98.9,3.8,9.2,3.9,44.0
2018,12,Northern Ireland,108.9,4.1,8.9,2.4,23.8
2018,12,Scotland,131.1,1.6,6.8,9.6,30.4
2018,12,Wales,189.5,4.8,9.1,2.4,19.6
2019,1,England,37.7,1.0,6.6,13.3,56.8
2019,1,Northern Ireland,55.1,2.6,7.1,8.1,36.0
2019,1,Scotland,106.8,-0.2,5.2,17.2,47.4
2019,1,Wales,81.6,1.6,6.5,12.0,36.0
2019,2,England,47.7,2.1,10.9,7.1,120.1
2019,2,Northern Ireland,78.6,3.2,10.1,5.0,78.9
2019,2,Scotland,104.2,1.6,8.5,8.6,66.1
2019,2,Wales,87.6,2.4,10.4,6.1,104.7
2019,3,England,88.2,4.1,11.3,1.5,128.2
2019,3,Northern Ireland,160.7,3.4,10.0,2.7,85.9
2019,3,Scotland,178.6,2.4,8.1,7.4,99.7
2019,3,Wales,176.9,3.8,10.1,2.7,111.0
2019,4,England,35.3,3.8,13.7,4.5,180.4
2019,4,Northern Ireland,73.4,4.9,12.2,1.3,118.4
2019,4,Scotland,52.8,3.3,11.7,5.2,161.7
2019,4,Wales,98.1,4.5,13.1,2.7,154.7
2019,5,England,42.3,6.1,15.9,0.5,202.1
2019,5,Northern Ireland,59.5,5.5,14.1,1.3,151.7
2019,5,Scotland,104.4,4.2,12.5,4.0,164.5
2019,5,Wales,47.2,5.7,14.9,1.6,198.3
2019,6,England,107.3,9.9,18.6,0.0,164.4
2019,6,Northern Ireland,106.6,8.5,16.6,0.0,152.7
2019,6,Scotland,102.5,7.8,15.5,0.0,157.9
2019,6,Wales,146.7,9.6,16.9,0.0,139.9
2019,7,England,70.5,12.6,22.4,0.0,201.1
2019,7,Northern Ireland,82.9,11.9,19.3,0.0,132.1
2019,7,Scotland,128.6,11.2,18.4,0.0,131.5
2019,7,Wales,58.8,11.8,20.4,0.0,181.8
2019,8,England,83.7,12.4,21.7,0.0,205.1
2019,8,Northern Ireland,152.5,11.3,18.9,0.0,152.4
2019,8,Scotland,207.9,10.5,17.4,0.0,128.6
2019,8,Wales,144.0,12.3,19.4,0.0,176.4
2019,9,England,113.5,9.7,18.5,0.0,164.3
2019,9,Northern Ireland,110.3,9.0,16.5,0.0,119.7
2019,9,Scotland,131.8,8.0,14.9,0.0,109.3
2019,9,Wales,193.4,9.6,17.1,0.0,150.5
2019,10,England,128.0,6.6,13.3,0.8,86.6
2019,10,Northern Ireland,99.4,5.2,12.0,1.9,106.2
2019,10,Scotland,148.0,4.1,10.3,5.0,90.7
2019,10,Wales,208.0,6.2,12.6,1.1,79.3
2019,11,England,119.6,3.5,8.8,4.8,48.7
2019,11,Northern Ireland,119.6,2.7,8.3,7.0,51.6
2019,11,Scotland,102.4,1.1,6.1,12.7,47.3
2019,11,Wales,177.6,3.4,8.4,4.0,44.6
2019,12,England,105.7,2.7,8.5,6.0,57.6
2019,12,Northern Ireland,110.5,2.8,8.0,5.8,45.2
2019,12,Scotland,189.9,1.6,6.7,10.0,28.2
2019,12,Wales,184.6,3.0,8.3,5.1,41.0
2020,1,England,74.1,3.5,8.8,3.9,56.0
2020,1,Northern Ireland,69.9,2.5,8.2,5.3,42.0
2020,1,Scotland,202.5,2.2,7.3,7.8,27.3
2020,1,Wales,146.1,3.2,8.3,4.2,45.9
2020,2,England,160.9,3.0,9.3,3.4,79.3
2020,2,Northern Ireland,231.8,1.6,7.6,4.8,74.1
2020,2,Scotland,277.3,0.4,5.8,12.5,65.7
2020,2,Wales,295.3,3.1,8.5,3.1,64.2
2020,3,England,50.7,2.5,10.4,5.8,156.2
2020,3,Northern Ireland,69.7,2.0,9.3,7.6,128.6
2020,3,Scotland,120.6,0.9,7.5,11.6,101.7
2020,3,Wales,103.0,2.2,9.6,6.6,142.1
2020,4,England,28.8,4.8,15.6,1.5,236.7
2020,4,Northern Ireland,23.9,4.1,13.9,1.9,207.0
2020,4,Scotland,30.3,2.4,11.8,5.7,203.7
2020,4,Wales,40.7,4.8,15.1,2.2,219.3
2020,5,England,9.6,6.6,18.1,1.6,299.4
2020,5,Northern Ireland,30.9,6.1,15.9,1.8,223.3
2020,5,Scotland,76.8,5.1,14.5,3.8,215.0
2020,5,Wales,14.5,6.2,17.0,2.2,285.8
2020,6,England,91.2,10.4,19.5,0.0,181.9
2020,6,Northern Ireland,122.5,9.5,17.4,0.0,118.0
2020,6,Scotland,123.2,8.8,16.5,0.1,134.9
2020,6,Wales,140.9,10.1,18.1,0.0,157.8
2020,7,England,66.0,11.3,20.0,0.0,166.0
2020,7,Northern Ireland,121.2,10.2,17.0,0.0,83.1
2020,7,Scotland,134.0,8.8,15.9,0.0,119.6
2020,7,Wales,121.3,10.8,17.8,0.0,143.5
2020,8,England,114.6,13.1,21.7,0.0,160.8
2020,8,Northern Ireland,153.6,11.2,18.6,0.0,113.5
2020,8,Scotland,112.3,9.9,17.2,0.0,129.7
2020,8,Wales,184.4,12.5,19.6,0.0,127.4
2020,9,England,47.8,9.3,18.6,0.0,165.4
2020,9,Northern Ireland,78.1,8.6,16.4,0.5,124.3
2020,9,Scotland,125.4,7.3,14.7,1.1,112.5
2020,9,Wales,80.8,8.8,17.3,0.1,153.7
2020,10,England,144.2,7.2,13.4,0.1,68.1
2020,10,Northern Ireland,160.5,6.2,12.3,0.1,95.9
2020,10,Scotland,241.3,5.1,10.7,0.5,60.5
2020,10,Wales,219.8,6.9,12.5,0.0,63.2
2020,11,England,64.1,5.3,11.5,2.7,60.9
2020,11,Northern Ireland,120.4,4.9,10.4,0.8,41.6
2020,11,Scotland,161.2,4.0,9.3,3.7,42.5
2020,11,Wales,137.0,5.0,11.0,2.8,54.2
2020,12,England,137.0,2.2,7.4,8.3,45.5
2020,12,Northern Ireland,136.5,1.8,7.0,7.5,37.4
2020,12,Scotland,196.8,1.1,5.7,12.0,26.2
2020,12,Wales,262.9,2.5,7.4,7.1,30.0
2021,1,England,128.4,0.2,5.7,16.7,41.9
2021,1,Northern Ireland,124.1,0.1,5.7,15.5,55.3
2021,1,Scotland,142.6,-2.0,3.2,23.0,48.6
2021,1,Wales,213.3,0.7,5.9,15.0,34.5
2021,2,England,75.4,1.7,7.9,10.5,74.4
2021,2,Northern Ireland,111.5,2.3,7.7,6.2,62.0
2021,2,Scotland,139.8,-0.2,5.2,12.1,69.3
2021,2,Wales,159.6,1.7,7.4,10.4,66.5
2021,3,England,50.4,3.3,10.7,4.0,112.5
2021,3,Northern Ireland,77.7,3.7,10.0,2.9,71.7
2021,3,Scotland,147.0,2.2,8.4,6.9,89.0
2021,3,Wales,98.4,3.0,9.9,6.6,107.7
2021,4,England,11.0,0.9,11.5,12.9,228.4
2021,4,Northern Ireland,23.3,1.7,11.3,9.0,216.2
2021,4,Scotland,37.0,-0.4,9.6,16.7,214.5
2021,4,Wales,17.1,1.1,11.3,11.5,233.9
2021,5,England,113.7,5.5,14.4,1.8,167.2
2021,5,Northern Ireland,107.7,4.6,13.7,2.6,194.9
2021,5,Scotland,110.2,3.7,11.8,4.5,142.7
2021,5,Wales,213.9,5.3,13.3,2.6,171.4
2021,6,England,49.7,10.7,20.0,0.0,193.6
2021,6,Northern Ireland,38.7,9.3,17.8,0.0,152.6
2021,6,Scotland,40.7,8.4,16.9,0.2,165.7
2021,6,Wales,32.7,9.6,18.7,0.0,176.9
2021,7,England,80.1,12.8,22.1,0.0,200.7
2021,7,Northern Ireland,46.0,11.9,21.1,0.0,181.2
2021,7,Scotland,68.8,11.0,19.2,0.0,170.4
2021,7,Wales,82.4,12.1,21.1,0.0,205.6
2021,8,England,48.3,11.8,19.8,0.0,131.4
2021,8,Northern Ireland,108.0,11.3,18.6,0.0,103.4
2021,8,Scotland,87.2,10.0,17.5,0.0,124.8
2021,8,Wales,77.6,11.1,18.4,0.0,124.0
2021,9,England,59.9,11.4,20.1,0.0,140.8
2021,9,Northern Ireland,83.8,10.7,17.8,0.0,73.3
2021,9,Scotland,109.7,9.6,16.3,0.1,89.2
2021,9,Wales,122.4,10.9,18.8,0.0,121.5
2021,10,England,129.0,8.5,15.1,0.1,95.5
2021,10,Northern Ireland,131.0,7.7,14.1,0.0,88.5
2021,10,Scotland,226.5,6.5,12.0,0.9,53.9
2021,10,Wales,215.2,8.6,14.2,0.0,77.7
2021,11,England,40.0,4.1,10.5,4.7,70.7
2021,11,Northern Ireland,69.9,4.9,10.3,1.1,45.6
2021,11,Scotland,153.1,3.6,8.9,4.7,42.1
2021,11,Wales,73.3,4.4,10.2,4.9,52.7
2021,12,England,91.4,3.6,8.6,4.7,29.9
2021,12,Northern Ireland,134.3,3.7,8.5,1.0,21.3
2021,12,Scotland,128.7,0.9,6.0,13.0,22.7
2021,12,Wales,191.8,4.1,8.8,4.2,27.5
2022,1,England,32.3,1.3,8.0,12.1,81.3
2022,1,Northern Ireland,57.0,3.0,8.2,4.5,44.7
2022,1,Scotland,113.7,2.2,7.2,7.9,37.6
2022,1,Wales,70.7,1.7,7.8,10.5,56.5
2022,2,England,99.7,3.1,9.9,2.6,85.0
2022,2,Northern Ireland,151.2,2.7,8.7,4.8,54.2
2022,2,Scotland,225.9,1.0,6.6,10.8,63.0
2022,2,Wales,205.7,3.6,9.2,1.8,60.5
2022,3,England,43.2,3.2,11.8,3.7,168.9
2022,3,Northern Ireland,48.9,2.0,11.2,7.3,187.5
2022,3,Scotland,62.0,0.8,9.8,11.5,157.2
2022,3,Wales,52.7,2.7,11.4,4.9,159.3
2022,4,England,24.9,4.0,13.7,5.2,186.9
2022,4,Northern Ireland,70.0,3.8,12.3,4.6,162.5
2022,4,Scotland,87.8,2.7,10.8,7.1,136.2
2022,4,Wales,47.5,3.6,13.0,5.3,163.7
2022,5,England,52.1,8.3,17.2,0.0,171.6
2022,5,Northern Ireland,88.5,8.1,15.4,0.0,139.8
2022,5,Scotland,120.2,6.9,13.7,0.1,128.5
2022,5,Wales,63.9,8.0,15.7,0.0,150.4
2022,6,England,45.9,9.7,20.0,0.0,221.4
2022,6,Northern Ireland,84.4,9.5,17.2,0.0,119.4
2022,6,Scotland,80.7,8.5,16.6,0.0,168.6
2022,6,Wales,75.9,9.0,18.1,0.0,198.3
2022,7,England,23.4,12.7,23.5,0.0,213.6
2022,7,Northern Ireland,47.6,11.7,19.3,0.0,100.1
2022,7,Scotland,88.3,10.5,18.1,0.0,130.4
2022,7,Wales,53.2,11.7,21.1,0.0,187.7
2022,8,England,35.5,12.8,24.0,0.0,238.2
2022,8,Northern Ireland,43.9,10.8,20.2,0.0,190.0
2022,8,Scotland,82.0,9.8,18.1,0.0,157.5
2022,8,Wales,42.9,11.8,22.0,0.0,225.3
2022,9,England,78.3,9.9,18.6,0.0,127.2
2022,9,Northern Ireland,131.5,9.6,16.7,0.0,119.9
2022,9,Scotland,140.0,8.5,15.4,0.0,108.2
2022,9,Wales,121.9,9.5,17.5,0.0,103.7
2022,10,England,106.9,8.9,16.4,0.0,130.1
2022,10,Northern Ireland,172.0,7.9,14.0,0.0,75.3
2022,10,Scotland,200.6,7.1,12.4,0.4,67.8
2022,10,Wales,180.5,8.7,15.2,0.0,106.0
2022,11,England,143.2,6.2,11.7,0.7,58.8
2022,11,Northern Ireland,118.4,5.1,11.0,1.0,67.6
2022,11,Scotland,205.5,4.4,9.6,3.4,47.0
2022,11,Wales,210.1,5.9,11.2,0.7,57.2
2022,12,England,93.3,0.4,6.6,12.9,58.5
2022,12,Northern Ireland,88.4,0.6,6.2,13.4,50.3
2022,12,Scotland,151.3,-1.0,4.4,17.6,31.1
2022,12,Wales,169.0,0.4,6.5,13.3,47.5
2023,1,England,91.4,1.8,8.0,9.8,76.3
2023,1,Northern Ireland,102.2,2.2,7.7,7.9,49.4
2023,1,Scotland,178.8,0.6,6.0,13.2,42.5
2023,1,Wales,198.2,2.2,7.8,9.0,56.5
2023,2,England,15.5,2.7,9.6,7.6,85.6
2023,2,Northern Ireland,34.9,3.9,9.4,4.2,40.1
2023,2,Scotland,102.1,2.2,7.9,7.0,49.3
2023,2,Wales,26.9,2.7,8.9,8.4,74.4
2023,3,England,122.8,3.5,10.0,5.6,76.6
2023,3,Northern Ireland,142.7,2.7,9.8,7.7,84.2
2023,3,Scotland,132.2,0.3,7.1,13.8,95.8
2023,3,Wales,210.5,3.5,9.0,6.4,66.4
2023,4,England,68.1,4.2,12.7,2.7,160.4
2023,4,Northern Ireland,89.6,4.7,12.5,2.5,134.4
2023,4,Scotland,76.4,2.7,10.7,6.0,160.3
2023,4,Wales,83.8,4.2,12.0,3.0,142.6
2023,5,England,39.4,7.5,17.1,0.0,225.3
2023,5,Northern Ireland,48.9,7.2,16.4,0.0,172.4
2023,5,Scotland,39.5,6.2,14.5,0.4,169.0
2023,5,Wales,35.9,7.0,16.8,0.0,243.5
2023,6,England,41.9,11.2,22.2,0.0,256.2
2023,6,Northern Ireland,67.8,10.9,21.0,0.0,225.8
2023,6,Scotland,75.3,9.5,19.4,0.1,224.5
2023,6,Wales,49.4,11.1,21.4,0.0,238.9
2023,7,England,122.0,12.0,20.2,0.0,155.3
2023,7,Northern Ireland,181.0,11.0,17.9,0.0,103.9
2023,7,Scotland,158.0,9.6,16.9,0.0,128.9
2023,7,Wales,179.8,11.7,18.3,0.0,126.2
2023,8,England,73.1,12.0,20.6,0.0,169.3
2023,8,Northern Ireland,118.8,11.2,18.6,0.0,122.3
2023,8,Scotland,103.4,10.3,17.4,0.0,131.6
2023,8,Wales,121.8,11.8,18.6,0.0,127.9
2023,9,England,84.1,12.1,21.1,0.0,153.9
2023,9,Northern Ireland,135.8,10.4,18.0,0.0,122.7
2023,9,Scotland,170.3,9.0,16.6,0.1,122.2
2023,9,Wales,161.1,11.8,19.4,0.0,129.5
2023,10,England,151.4,8.6,15.6,0.4,93.5
2023,10,Northern Ireland,183.9,7.8,13.9,0.5,81.0
2023,10,Scotland,210.0,5.5,11.1,2.3,70.1
2023,10,Wales,216.4,8.5,14.6,0.2,81.9
2023,11,England,112.9,4.3,10.2,4.2,75.0
2023,11,Northern Ireland,95.3,3.6,9.8,4.0,63.1
2023,11,Scotland,126.1,1.5,7.4,10.5,51.0
2023,11,Wales,175.5,4.7,9.9,3.4,52.0
2023,12,England,148.2,4.3,9.3,5.6,28.6
2023,12,Northern Ireland,178.6,4.1,8.9,4.9,25.8
2023,12,Scotland,255.8,1.1,6.3,12.4,26.3
2023,12,Wales,266.3,4.7,9.2,4.4,22.7
2024,1,England,87.7,1.6,7.3,9.7,68.9
2024,1,Northern Ireland,88.9,1.1,7.2,10.9,56.3
2024,1,Scotland,174.6,-0.4,5.4,15.5,46.0
2024,1,Wales,167.0,1.7,7.0,11.2,57.8
2024,2,England,131.6,4.5,10.5,3.1,52.7
2024,2,Northern Ireland,87.4,3.3,9.4,3.7,63.9
2024,2,Scotland,155.6,1.4,7.1,9.6,67.2
2024,2,Wales,215.4,4.4,9.5,3.3,43.4
2024,3,England,94.8,4.4,11.1,2.5,95.7
2024,3,Northern Ireland,119.1,3.5,9.8,3.1,87.0
2024,3,Scotland,113.3,2.0,8.1,7.4,102.1
2024,3,Wales,161.6,4.0,10.0,4.1,90.6
2024,4,England,85.5,5.4,13.1,1.2,128.8
2024,4,Northern Ireland,101.4,4.5,12.1,1.5,122.9
2024,4,Scotland,143.0,2.9,10.3,5.5,121.4
2024,4,Wales,138.7,5.2,12.0,2.0,114.8
2024,5,England,85.5,9.3,17.8,0.0,170.9
2024,5,Northern Ireland,48.1,9.0,16.7,0.0,139.0
2024,5,Scotland,82.4,8.5,16.3,0.0,145.2
2024,5,Wales,96.7,8.7,16.8,0.0,161.6
2024,6,England,33.9,9.2,18.9,0.0,208.5
2024,6,Northern Ireland,59.7,8.6,16.2,0.0,115.8
2024,6,Scotland,91.4,7.7,14.9,0.1,139.7
2024,6,Wales,49.6,8.7,16.9,0.0,175.3
2024,7,England,80.5,11.5,20.7,0.0,180.8
2024,7,Northern Ireland,76.4,10.1,17.9,0.0,110.2
2024,7,Scotland,91.4,9.2,16.5,0.0,120.0
2024,7,Wales,92.7,10.6,18.7,0.0,151.8
2024,8,England,46.6,12.3,21.4,0.0,185.0
2024,8,Northern Ireland,128.1,10.7,18.1,0.0,130.6
2024,8,Scotland,197.3,9.7,16.6,0.0,130.2
2024,8,Wales,103.4,11.7,19.0,0.0,149.7
2024,9,England,137.3,10.0,17.6,0.0,122.4
2024,9,Northern Ireland,65.8,8.5,15.9,0.0,134.0
2024,9,Scotland,79.3,7.0,14.5,0.5,125.9
2024,9,Wales,161.2,9.5,16.1,0.1,104.9
2024,10,England,92.8,7.8,14.8,0.4,99.6
2024,10,Northern Ireland,83.6,7.4,13.6,0.2,88.0
2024,10,Scotland,123.7,6.0,12.0,2.1,69.9
2024,10,Wales,130.7,7.5,14.0,0.8,97.1
2024,11,England,76.7,4.3,10.1,6.5,56.4
2024,11,Northern Ireland,85.1,4.7,10.2,6.5,37.0
2024,11,Scotland,110.8,2.4,8.5,9.6,46.3
2024,11,Wales,143.8,4.4,10.2,5.4,43.9
2024,12,England,82.6,4.3,9.2,1.0,27.8
2024,12,Northern Ireland,88.1,4.0,9.0,4.0,23.6
2024,12,Scotland,246.6,2.7,7.6,8.4,18.5
2024,12,Wales,196.1,4.3,8.9,1.1,23.3
