year,tmax_jan,tmin_jan,rain_jan,frost_jan,sun_jan,tmax_feb,tmin_feb,rain_feb,frost_feb,sun_feb,tmax_mar,tmin_mar,rain_mar,frost_mar,sun_mar,tmax_apr,tmin_apr,rain_apr,frost_apr,sun_apr,tmax_may,tmin_may,rain_may,frost_may,sun_may,tmax_jun,tmin_jun,rain_jun,frost_jun,sun_jun,tmax_jul,tmin_jul,rain_jul,frost_jul,sun_jul,tmax_aug,tmin_aug,rain_aug,frost_aug,sun_aug,tmax_sep,tmin_sep,rain_sep,frost_sep,sun_sep,tmax_oct,tmin_oct,rain_oct,frost_oct,sun_oct,tmax_nov,tmin_nov,rain_nov,frost_nov,sun_nov,tmax_dec,tmin_dec,rain_dec,frost_dec,sun_dec
2004,2.506274461746216,-1.7113659381866455,96.96832275390625,19.0,26.322294235229492,5.876272678375244,0.40142709016799927,65.12577056884766,15.0,56.2014045715332,8.41267204284668,1.146190881729126,34.03792953491211,12.0,121.48362731933594,14.44304370880127,4.51352596282959,35.55881881713867,1.0,201.12249755859375,16.4740047454834,7.264053821563721,46.16969299316406,0.0,240.46865844726562,19.4764347076416,10.45364761352539,80.94392395019531,0.0,237.4647979736328,21.03910255432129,11.956429481506348,106.41053009033203,0.0,243.11410522460938,23.76482391357422,13.977785110473633,80.05839538574219,0.0,232.64523315429688,19.15188980102539,9.7606201171875,69.3543701171875,0.0,160.59835815429688,13.733210563659668,6.93599796295166,40.850685119628906,0.0,84.7157211303711,7.7816338539123535,2.180076837539673,72.49529266357422,9.0,36.75626754760742,4.915273666381836,0.6731614470481873,40.307106018066406,13.0,23.356027603149414
2005,5.735230922698975,1.0981606245040894,62.947689056396484,11.0,31.637910842895508,2.763881206512451,-2.0603389739990234,51.452999114990234,20.0,51.2639045715332,7.269242763519287,-0.27664628624916077,43.81438446044922,17.0,122.33616638183594,14.570204734802246,3.7927846908569336,26.53904151916504,2.0,208.312744140625,17.4388484954834,7.523325443267822,81.95548248291016,0.0,254.93893432617188,20.739055633544922,9.882089614868164,43.53167724609375,0.0,278.0362854003906,23.045724868774414,13.541855812072754,107.17594146728516,0.0,243.0264434814453,20.601499557495117,11.687213897705078,60.04512023925781,0.0,202.50990295410156,20.82737159729004,10.103378295898438,48.88201904296875,0.0,166.45513916015625,16.442564010620117,7.327269077301025,44.45436477661133,0.0,107.65872955322266,7.9346232414245605,2.677025079727173,49.67996597290039,10.0,38.62921142578125,4.298033237457275,-0.1721724569797516,67.8574447631836,16.0,23.936574935913086
2006,0.9398229122161865,-4.420440673828125,20.903596878051758,29.0,34.7642822265625,2.9527947902679443,-1.5779266357421875,42.07166290283203,17.0,43.80342483520508,4.685281753540039,-2.470350503921509,62.30847930908203,24.0,111.21503448486328,12.080758094787598,3.989867687225342,58.09614562988281,3.0,162.39691162109375,18.157426834106445,7.837767601013184,70.68356323242188,0.0,264.6430358886719,21.76648712158203,10.809819221496582,35.35599136352539,0.0,280.2574462890625,28.37013053894043,14.813739776611328,34.36832046508789,0.0,332.6202697753906,21.37874412536621,12.75510311126709,140.6864776611328,0.0,192.53102111816406,22.672056198120117,12.593127250671387,22.93065071105957,0.0,168.34112548828125,16.402233123779297,9.397439956665039,56.32782745361328,0.0,79.09555053710938,10.69104290008545,4.798872470855713,64.09683227539062,2.0,36.77928161621094,8.144322395324707,4.119690895080566,48.624488830566406,2.0,22.48698616027832
2007,7.821098804473877,2.8530919551849365,118.4810791015625,6.0,27.875478744506836,6.140262126922607,1.2782927751541138,70.3655014038086,7.0,43.228492736816406,11.456891059875488,2.929856777191162,58.31781005859375,1.0,139.9340057373047,16.994449615478516,4.758965492248535,2.522174835205078,2.0,237.32650756835938,18.86638069152832,8.104316711425781,106.22140502929688,0.0,260.50115966796875,22.058380126953125,12.658236503601074,106.96018981933594,0.0,241.7982635498047,21.686019897460938,12.745827674865723,124.98929595947266,0.0,237.08116149902344,21.967220306396484,12.55272102355957,78.98201751708984,0.0,217.85430908203125,17.358409881591797,9.886087417602539,84.9635238647461,0.0,134.69427490234375,12.589372634887695,4.932307720184326,36.83612823486328,2.0,84.37530517578125,7.4032745361328125,2.4372639656066895,72.9856185913086,6.0,35.18058395385742,4.79855489730835,1.1278854608535767,62.398460388183594,12.0,21.56451988220215
2008,6.622971534729004,2.113340377807617,95.82568359375,6.0,25.51660919189453,7.655571460723877,1.3423210382461548,42.49161148071289,7.0,60.679691314697266,8.090373992919922,1.32856023311615,80.09614562988281,11.0,117.45654296875,12.239102363586426,3.3491389751434326,50.0814208984375,4.0,178.00784301757812,19.916404724121094,7.230334758758545,15.553082466125488,0.0,317.797607421875,22.373363494873047,10.461018562316895,40.466094970703125,0.0,296.8767395019531,23.487154006958008,12.99289321899414,95.38716125488281,0.0,263.3558349609375,21.841598510742188,13.094538688659668,97.97911071777344,0.0,195.93331909179688,17.769155502319336,8.848394393920898,42.87089157104492,0.0,138.1373291015625,13.132584571838379,6.247781276702881,81.65556335449219,0.0,78.10729217529297,8.191137313842773,3.571181297302246,51.50299835205078,8.0,30.065513610839844,3.874756097793579,-0.04410071671009064,28.79948616027832,13.0,23.575992584228516
2009,1.972053050994873,-3.2299067974090576,28.838869094848633,25.0,32.88520431518555,3.4681460857391357,-0.9970260262489319,50.60710525512695,20.0,41.7002067565918,8.2291898727417,1.5398420095443726,62.19828796386719,7.0,104.60712432861328,18.013103485107422,5.520172119140625,14.0501708984375,0.0,244.5218505859375,18.52344512939453,7.320001125335693,51.47791290283203,0.0,285.49713134765625,19.26002311706543,9.418463706970215,62.691951751708984,0.0,260.1787414550781,23.431819915771484,12.96985912322998,97.03108215332031,0.0,267.45465087890625,24.48798942565918,12.636968612670898,32.173973083496094,0.0,246.25082397460938,20.065052032470703,9.88848876953125,34.78424835205078,0.0,154.68157958984375,11.468088150024414,4.857790470123291,79.85479736328125,0.0,78.18585205078125,10.187137603759766,5.9113450050354,100.08647155761719,0.0,29.897602081298828,2.695427656173706,-1.8766698837280273,64.1685791015625,18.0,22.957670211791992
2010,-1.6373707056045532,-6.282935619354248,39.50727844238281,31.0,25.286985397338867,1.6264318227767944,-3.3987462520599365,46.93861389160156,23.0,42.84486389160156,8.340888023376465,0.5722091794013977,55.8242301940918,12.0,120.8982162475586,13.886033058166504,3.3482859134674072,20.742380142211914,2.0,216.7580108642578,14.021245956420898,5.818907737731934,75.2010269165039,0.0,203.38067626953125,21.235483169555664,9.58772087097168,32.08039474487305,0.0,296.18731689453125,26.82794952392578,14.108283042907715,39.2436637878418,0.0,301.28363037109375,21.441574096679688,12.900991439819336,148.24143981933594,0.0,183.7772216796875,17.001344680786133,9.263121604919434,95.51806640625,0.0,133.5626678466797,12.657456398010254,5.33221960067749,45.83338928222656,1.0,88.82137298583984,6.722055435180664,2.302513837814331,98.24494934082031,9.0,28.345924377441406,-1.5459657907485962,-6.885913372039795,57.08245086669922,30.0,21.4472599029541
2011,3.6196389198303223,-0.5650834441184998,48.77123260498047,18.0,28.621370315551758,3.5739777088165283,-1.3750048875808716,42.514984130859375,20.0,53.2070198059082,8.915761947631836,-0.16200043261051178,14.273887634277344,16.0,138.71893310546875,17.287782669067383,5.527357578277588,19.584760665893555,1.0,229.24127197265625,19.28104019165039,7.33383321762085,37.129112243652344,2.0,284.33782958984375,21.782987594604492,10.817590713500977,89.38365173339844,0.0,274.94000244140625,20.646886825561523,12.385948181152344,116.17012023925781,0.0,210.56365966796875,21.80132293701172,12.930669784545898,122.98184967041016,0.0,196.22866821289062,20.007272720336914,10.427688598632812,52.985015869140625,0.0,149.92880249023438,14.508709907531738,5.826534748077393,52.294437408447266,0.0,96.79561614990234,8.020809173583984,2.354407787322998,4.44726037979126,9.0,41.71685028076172,6.727644443511963,2.583632469177246,122.49109649658203,1.0,20.878116607666016
2012,4.711667537689209,0.2542266547679901,100.56977844238281,13.0,31.96685028076172,2.211261510848999,-4.266241550445557,23.567380905151367,20.0,59.20513916015625,11.210531234741211,2.999354124069214,10.864554405212402,2.0,130.21986389160156,12.240321159362793,3.335402727127075,36.38750076293945,6.0,174.73020935058594,18.953693389892578,8.05827808380127,39.042724609375,0.0,270.1960754394531,19.111852645874023,9.82463264465332,69.2231216430664,0.0,225.25222778320312,22.089244842529297,12.221364974975586,94.95830535888672,0.0,254.8262939453125,23.41958999633789,12.648876190185547,53.629966735839844,0.0,233.9283447265625,18.44088363647461,9.252354621887207,47.77217483520508,0.0,144.37387084960938,13.161060333251953,5.841545581817627,64.63167572021484,4.0,84.38304901123047,8.095460891723633,3.052457571029663,36.969520568847656,4.0,33.60133743286133,3.9008116722106934,-1.0716716051101685,83.2439193725586,18.0,21.166301727294922
2013,2.587968587875366,-1.6916656494140625,67.61524200439453,18.0,24.12226104736328,2.091002941131592,-1.8488799333572388,37.988956451416016,22.0,42.18218994140625,2.9024765491485596,-3.840852975845337,22.821062088012695,29.0,125.68260192871094,12.291342735290527,2.567068338394165,26.220291137695312,8.0,188.331787109375,16.964847564697266,7.72455358505249,107.76506805419922,0.0,225.8857879638672,20.277921676635742,10.240581512451172,73.37200927734375,0.0,262.3539733886719,24.586544036865234,12.820252418518066,35.56498336791992,0.0,300.2416687011719,23.63425064086914,12.195011138916016,40.00257110595703,0.0,237.85543823242188,17.59803581237793,9.298327445983887,75.3297119140625,0.0,129.7445526123047,14.824195861816406,7.461862087249756,67.57817077636719,0.0,82.48226165771484,8.044456481933594,2.9800620079040527,66.27029418945312,6.0,35.783905029296875,7.110939979553223,2.329237461090088,51.63929748535156,5.0,22.521610260009766
