year,tmax_jan,tmin_jan,rain_jan,frost_jan,sun_jan,tmax_feb,tmin_feb,rain_feb,frost_feb,sun_feb,tmax_mar,tmin_mar,rain_mar,frost_mar,sun_mar,tmax_apr,tmin_apr,rain_apr,frost_apr,sun_apr,tmax_may,tmin_may,rain_may,frost_may,sun_may,tmax_jun,tmin_jun,rain_jun,frost_jun,sun_jun,tmax_jul,tmin_jul,rain_jul,frost_jul,sun_jul,tmax_aug,tmin_aug,rain_aug,frost_aug,sun_aug,tmax_sep,tmin_sep,rain_sep,frost_sep,sun_sep,tmax_oct,tmin_oct,rain_oct,frost_oct,sun_oct,tmax_nov,tmin_nov,rain_nov,frost_nov,sun_nov,tmax_dec,tmin_dec,rain_dec,frost_dec,sun_dec
2004,3.5278022289276123,-1.0198047161102295,109.03753662109375,19.0,30.020626068115234,6.054714679718018,0.5204131007194519,50.96367263793945,16.0,59.702484130859375,9.076007843017578,0.5927082896232605,37.186981201171875,17.0,134.5277862548828,15.073898315429688,4.790925025939941,48.46306610107422,1.0,202.7076416015625,16.641841888427734,6.524100303649902,74.06256103515625,0.0,240.26853942871094,20.722686767578125,10.310309410095215,56.23279571533203,0.0,252.6067352294922,22.0068359375,12.118522644042969,97.53955841064453,0.0,248.125,23.917741775512695,13.896886825561523,116.54409790039062,0.0,224.4412078857422,19.539691925048828,9.697835922241211,63.462562561035156,0.0,166.54287719726562,14.451101303100586,6.812809944152832,47.88728332519531,0.0,91.88899993896484,7.185968399047852,1.9280210733413696,78.74954986572266,10.0,38.58885955810547,3.393545389175415,-1.6097577810287476,46.545005798339844,21.0,29.117538452148438
2005,5.236673831939697,0.22683341801166534,71.4144287109375,13.0,38.95305633544922,2.664804220199585,-2.7927017211914062,69.06327056884766,22.0,58.75140380859375,9.455438613891602,1.3871098756790161,45.190818786621094,11.0,123.40415954589844,15.003558158874512,4.802527904510498,73.06427764892578,2.0,187.1610870361328,18.21246910095215,7.3598480224609375,77.71080017089844,0.0,254.3861083984375,22.550153732299805,10.704445838928223,56.38426208496094,0.0,286.0321960449219,23.602333068847656,12.937311172485352,78.83007049560547,0.0,253.60287475585938,21.053573608398438,11.092352867126465,72.05782318115234,0.0,211.28512573242188,21.228425979614258,10.341878890991211,54.944602966308594,0.0,174.5930633544922,16.91912841796875,7.913142204284668,43.07729721069336,0.0,111.74070739746094,7.654055118560791,2.302069902420044,54.08869934082031,12.0,43.524600982666016,3.6527178287506104,-0.4829367697238922,64.59939575195312,16.0,25.58619499206543
2006,1.8076432943344116,-4.037710189819336,24.912412643432617,27.0,45.93743896484375,2.948525905609131,-1.8158944845199585,62.791324615478516,19.0,47.961936950683594,6.262133598327637,-0.9830125570297241,84.5680160522461,22.0,121.89263153076172,12.937982559204102,3.6295485496520996,53.61039733886719,3.0,176.29562377929688,18.41908073425293,8.281294822692871,107.77002716064453,0.0,245.08782958984375,22.62778663635254,10.695550918579102,39.47830581665039,0.0,296.3984375,29.067411422729492,15.660408973693848,48.002925872802734,0.0,328.9099426269531,20.110776901245117,11.544099807739258,131.5527801513672,0.0,182.2001190185547,22.9113826751709,12.183023452758789,22.865692138671875,0.0,173.69384765625,16.773208618164062,9.111978530883789,65.48416137695312,0.0,93.32177734375,10.679122924804688,4.3306779861450195,66.58657836914062,1.0,43.53489303588867,7.101942539215088,2.3116047382354736,57.813926696777344,7.0,29.15067481994629
2007,7.572041988372803,2.580775499343872,101.9073715209961,7.0,31.832935333251953,7.914532661437988,2.053992986679077,87.44853210449219,7.0,52.080604553222656,11.203996658325195,2.0168278217315674,67.62189483642578,3.0,140.80670166015625,19.3052978515625,5.257978916168213,1.0863773822784424,2.0,267.16497802734375,19.340633392333984,8.993338584899902,120.8719482421875,0.0,246.3562469482422,22.308019638061523,12.590502738952637,102.19213104248047,0.0,242.33016967773438,21.952585220336914,12.140153884887695,103.84036254882812,0.0,246.19200134277344,21.594383239746094,11.635660171508789,113.75540161132812,0.0,219.76133728027344,17.294191360473633,8.382920265197754,88.17547607421875,0.0,140.03628540039062,13.156038284301758,5.051956653594971,27.62240219116211,3.0,94.81690979003906,6.964858531951904,2.107766628265381,83.5377426147461,7.0,34.43874740600586,4.371871471405029,-0.14460626244544983,73.95610046386719,16.0,30.584016799926758
2008,6.814387798309326,1.8542143106460571,69.59929656982422,12.0,34.271846771240234,8.282840728759766,0.09402696043252945,57.518470764160156,16.0,77.96896362304688,8.22535514831543,1.2737983465194702,91.54399871826172,11.0,113.08552551269531,12.184717178344727,3.293753147125244,63.04793167114258,4.0,165.96864318847656,20.92960548400879,9.310980796813965,43.79566192626953,0.0,282.1260681152344,22.450286865234375,11.141890525817871,60.81513595581055,0.0,276.08306884765625,23.597867965698242,12.408760070800781,79.94752502441406,0.0,255.70925903320312,22.333913803100586,12.711039543151855,76.56266784667969,0.0,207.34027099609375,17.097471237182617,7.717705726623535,57.96256637573242,0.0,138.90171813964844,13.140427589416504,5.46332311630249,65.19747924804688,0.0,83.02352905273438,8.105574607849121,2.55648136138916,44.75146484375,9.0,36.97101974487305,3.30814266204834,-1.3182748556137085,45.4360237121582,20.0,29.47334098815918
2009,1.53345787525177,-5.263635158538818,41.00545120239258,27.0,46.20169448852539,4.317704200744629,-1.1906262636184692,65.53430938720703,20.0,47.41792297363281,8.677637100219727,0.9406054019927979,81.92301177978516,10.0,112.13207244873047,18.054401397705078,6.520749092102051,36.84510803222656,0.0,220.79669189453125,19.285625457763672,7.98028039932251,51.70444107055664,0.0,257.53570556640625,20.36141586303711,9.777802467346191,75.07982635498047,0.0,255.3361358642578,23.411561965942383,12.797000885009766,97.42129516601562,0.0,263.66656494140625,24.84351921081543,12.254197120666504,35.4231071472168,0.0,255.46603393554688,19.921710968017578,9.873013496398926,42.38395690917969,0.0,153.3603973388672,12.788801193237305,4.822164535522461,72.5599365234375,4.0,83.52730560302734,10.610334396362305,5.613539695739746,110.8462142944336,0.0,37.050655364990234,3.617851972579956,-1.681931495666504,92.03521728515625,16.0,27.158546447753906
2010,-0.5498636364936829,-4.893212795257568,48.22038269042969,29.0,28.917375564575195,3.288912534713745,-2.3145816326141357,62.168113708496094,19.0,47.765933990478516,9.080859184265137,0.7719647884368896,56.41816329956055,12.0,130.85610961914062,15.061384201049805,3.1200857162475586,14.244904518127441,4.0,225.41799926757812,14.807448387145996,5.903850078582764,85.98839569091797,0.0,196.58688354492188,22.71805763244629,10.361051559448242,38.58405685424805,0.0,297.5989990234375,26.774188995361328,13.725591659545898,66.19273376464844,0.0,300.19805908203125,21.3931827545166,12.089667320251465,159.85055541992188,0.0,192.01425170898438,17.049671173095703,8.38245677947998,68.96377563476562,0.0,142.9647216796875,13.05239200592041,4.879319667816162,35.23965835571289,3.0,97.16734313964844,7.408661365509033,3.244814157485962,93.70030212402344,6.0,31.811866760253906,-0.7009966969490051,-5.8863420486450195,87.0203857421875,30.0,23.558303833007812
2011,4.248095989227295,-0.6249138712882996,78.88880157470703,19.0,35.083553314208984,5.366644382476807,-0.34962978959083557,35.92048645019531,14.0,55.329647064208984,11.296745300292969,0.8273334503173828,12.40373420715332,13.0,158.9890594482422,18.684276580810547,5.836288928985596,23.323816299438477,0.0,237.16976928710938,20.845983505249023,7.2129807472229,24.98415756225586,1.0,301.31829833984375,21.793935775756836,11.175305366516113,87.96307373046875,0.0,253.19737243652344,20.76900863647461,11.183762550354004,65.6781005859375,0.0,218.0400848388672,23.043306350708008,12.613228797912598,108.87104034423828,0.0,215.69735717773438,20.929555892944336,10.512742042541504,43.582950592041016,0.0,166.08375549316406,14.820589065551758,5.482086658477783,49.2101936340332,2.0,105.34070587158203,9.737853050231934,2.0650742053985596,2.307568311691284,9.0,53.992855072021484,6.722202301025391,1.982771635055542,144.34056091308594,5.0,23.562219619750977
2012,5.316575527191162,0.3359284996986389,109.89263153076172,13.0,35.188053131103516,1.8633290529251099,-4.868420600891113,19.271947860717773,20.0,69.51394653320312,12.626204490661621,2.8381712436676025,14.745206832885742,6.0,146.1909637451172,12.883108139038086,3.649660587310791,50.31907272338867,4.0,175.00100708007812,20.01392364501953,8.664301872253418,55.93501663208008,0.0,268.33282470703125,19.802366256713867,10.416584014892578,98.32260131835938,0.0,222.41949462890625,22.19955062866211,12.065642356872559,106.63875579833984,0.0,252.54470825195312,24.5385684967041,12.930563926696777,41.308677673339844,0.0,247.86167907714844,19.111955642700195,8.056717872619629,40.81654739379883,0.0,161.86268615722656,13.612953186035156,4.95696496963501,72.37345886230469,3.0,93.41126251220703,8.269003868103027,2.7588412761688232,45.22936248779297,2.0,36.75410842895508,5.118074417114258,0.5733628869056702,122.671142578125,14.0,25.283512115478516
2013,2.4646413326263428,-1.4676891565322876,51.79990005493164,17.0,26.450050354003906,1.9397609233856201,-2.419088840484619,45.85751724243164,23.0,46.03874969482422,4.839325904846191,-2.666760206222534,34.174774169921875,24.0,119.21735382080078,13.135770797729492,3.7863218784332275,43.71624755859375,8.0,177.28553771972656,15.936509132385254,6.896473407745361,116.42805480957031,0.0,200.305908203125,20.785146713256836,10.13657283782959,72.1106948852539,0.0,254.11260986328125,25.566429138183594,13.323101043701172,33.356204986572266,0.0,305.295166015625,24.079586029052734,11.858847618103027,44.73814392089844,0.0,236.6224822998047,18.27395248413086,9.421918869018555,84.5249252319336,0.0,137.33299255371094,14.796148300170898,7.563269138336182,95.2437973022461,0.0,86.10248565673828,7.295102596282959,2.2199583053588867,79.41876983642578,7.0,36.1304931640625,6.865128040313721,1.4744207859039307,51.12411880493164,5.0,31.66223907470703
