year,tmax_jan,tmin_jan,rain_jan,frost_jan,sun_jan,tmax_feb,tmin_feb,rain_feb,frost_feb,sun_feb,tmax_mar,tmin_mar,rain_mar,frost_mar,sun_mar,tmax_apr,tmin_apr,rain_apr,frost_apr,sun_apr,tmax_may,tmin_may,rain_may,frost_may,sun_may,tmax_jun,tmin_jun,rain_jun,frost_jun,sun_jun,tmax_jul,tmin_jul,rain_jul,frost_jul,sun_jul,tmax_aug,tmin_aug,rain_aug,frost_aug,sun_aug,tmax_sep,tmin_sep,rain_sep,frost_sep,sun_sep,tmax_oct,tmin_oct,rain_oct,frost_oct,sun_oct,tmax_nov,tmin_nov,rain_nov,frost_nov,sun_nov,tmax_dec,tmin_dec,rain_dec,frost_dec,sun_dec
2004,4.977732181549072,0.040156349539756775,117.97675323486328,16.0,31.205825805664062,6.840846061706543,1.356522798538208,54.79243850708008,13.0,61.24392318725586,9.758307456970215,1.3601995706558228,34.18207550048828,14.0,138.48269653320312,14.67298698425293,5.347689628601074,52.9686279296875,0.0,194.86878967285156,16.95442771911621,6.8374409675598145,44.74985885620117,0.0,253.1328887939453,20.379438400268555,10.8346586227417,58.96638488769531,0.0,257.0101013183594,21.619665145874023,12.182768821716309,98.43977355957031,0.0,249.2618408203125,23.16815757751465,14.499646186828613,128.83978271484375,0.0,211.40122985839844,19.9521484375,10.990675926208496,55.80812454223633,0.0,167.54397583007812,14.80826473236084,7.6671881675720215,46.288516998291016,0.0,90.69759368896484,8.55057144165039,2.9203155040740967,67.0229721069336,5.0,40.965267181396484,4.910168170928955,-0.3516201078891754,58.3697509765625,15.0,28.626331329345703
2005,6.4626970291137695,1.4910310506820679,52.648738861083984,12.0,42.55059051513672,4.09388542175293,-1.1435884237289429,77.3106460571289,19.0,63.2099723815918,9.911092758178711,2.467451810836792,36.09159851074219,9.0,117.13176727294922,14.702801704406738,5.972114562988281,55.88991928100586,0.0,182.1201171875,18.12258529663086,8.293277740478516,62.822410583496094,0.0,258.0918884277344,23.08954620361328,11.727401733398438,44.19215774536133,0.0,290.7173156738281,22.581825256347656,13.543925285339355,114.19439697265625,0.0,243.99159240722656,20.848302841186523,11.342741966247559,78.52632904052734,0.0,223.00650024414062,20.785612106323242,11.008456230163574,56.622127532958984,0.0,167.40460205078125,17.90479278564453,9.613094329833984,51.2375373840332,0.0,107.23406219482422,8.436909675598145,3.253791570663452,67.15406036376953,11.0,47.503082275390625,4.935903549194336,0.5222570896148682,57.014007568359375,14.0,26.79574203491211
2006,3.765949010848999,-2.102891445159912,19.24201774597168,25.0,46.38072967529297,4.134792804718018,-0.4965496063232422,76.9478988647461,15.0,46.6044807434082,7.540612697601318,0.02627175860106945,77.12157440185547,21.0,127.90655517578125,13.318345069885254,4.287382125854492,42.38767623901367,3.0,190.74835205078125,18.244274139404297,9.473758697509766,128.06442260742188,0.0,227.87696838378906,22.014408111572266,11.007344245910645,32.459102630615234,0.0,293.27001953125,28.488004684448242,16.19633674621582,34.694679260253906,0.0,323.6720275878906,20.095050811767578,12.597916603088379,182.27926635742188,0.0,178.3788299560547,23.01600456237793,13.240270614624023,12.376750946044922,0.0,165.16493225097656,17.55616569519043,10.138352394104004,58.48207473754883,0.0,91.08829498291016,11.860318183898926,5.662757873535156,75.67927551269531,0.0,46.716861724853516,7.628390312194824,3.0504326820373535,82.28711700439453,5.0,26.61400604248047
2007,8.710938453674316,4.328281402587891,93.2501449584961,5.0,32.585994720458984,9.208930969238281,3.20735502243042,87.22016906738281,5.0,53.3943977355957,11.58570671081543,3.3670597076416016,67.58627319335938,1.0,137.74151611328125,19.815204620361328,6.408425807952881,1.2809524536132812,0.0,268.90643310546875,18.714799880981445,9.748883247375488,95.12885284423828,0.0,228.74050903320312,21.369457244873047,13.200318336486816,99.52017211914062,0.0,228.5220184326172,21.38823699951172,12.60757827758789,117.81317138671875,0.0,246.36996459960938,21.20292854309082,12.11071491241455,85.84957885742188,0.0,209.55865478515625,18.053661346435547,9.491698265075684,66.14678192138672,0.0,144.12033081054688,13.872968673706055,6.201432704925537,52.382076263427734,2.0,96.7066650390625,8.8203763961792,3.3291921615600586,69.6207275390625,6.0,40.94565963745117,6.066948890686035,1.0916283130645752,83.69831848144531,14.0,35.286834716796875
2008,8.001078605651855,3.386569023132324,66.20672607421875,3.0,34.03159713745117,9.47779369354248,1.22355055809021,45.758544921875,11.0,79.3749008178711,8.972579002380371,2.809845447540283,136.6787109375,6.0,111.23226928710938,13.180146217346191,4.228764533996582,54.311485290527344,4.0,184.94845581054688,20.923677444458008,10.336718559265137,59.61820602416992,0.0,275.37188720703125,20.59078598022461,11.291102409362793,79.1969223022461,0.0,263.6785583496094,22.381826400756836,12.967192649841309,92.68207550048828,0.0,253.80560302734375,21.56075096130371,13.24722671508789,86.01680755615234,0.0,201.3960723876953,17.767650604248047,8.990059852600098,55.93053436279297,0.0,150.2919921875,13.774999618530273,6.323042392730713,76.57843017578125,2.0,92.14173889160156,8.9497652053833,3.9747252464294434,67.43109130859375,6.0,38.19753646850586,4.674131870269775,-0.1846209466457367,46.77647399902344,17.0,32.172996520996094
2009,3.0849039554595947,-3.2538230419158936,52.0162467956543,21.0,47.30946731567383,5.74465799331665,0.11859142035245895,61.1207275390625,16.0,50.54879379272461,10.253239631652832,1.957159161567688,68.4526596069336,6.0,132.40370178222656,17.057126998901367,6.731460094451904,45.81232452392578,0.0,207.9454345703125,18.796545028686523,8.671201705932617,65.49327850341797,0.0,252.4629669189453,20.85167694091797,10.763961791992188,63.04005432128906,0.0,275.196533203125,23.31257438659668,13.495609283447266,80.40196228027344,0.0,271.7525939941406,24.815824508666992,12.72365951538086,35.520729064941406,0.0,256.69903564453125,20.231693267822266,10.510034561157227,25.5845947265625,0.0,158.1268310546875,14.630034446716309,6.782196998596191,74.42296600341797,1.0,89.27977752685547,11.548003196716309,6.704207897186279,120.47479248046875,0.0,39.32089614868164,4.805332660675049,-0.43683382868766785,89.05266571044922,14.0,29.748123168945312
2010,1.5761715173721313,-3.0175275802612305,37.45966339111328,24.0,35.07339096069336,4.5541205406188965,-0.6944176554679871,75.53025817871094,15.0,49.86700439453125,9.951020240783691,2.298429489135742,49.43053436279297,11.0,135.56918334960938,15.21068000793457,3.6593210697174072,20.356582641601562,1.0,237.0227508544922,15.24600601196289,6.194116592407227,55.67339324951172,0.0,227.63876342773438,22.317420959472656,11.222054481506348,24.698320388793945,0.0,295.5923767089844,25.946998596191406,14.515514373779297,61.0285758972168,0.0,290.4922180175781,21.4224796295166,12.601302146911621,165.37423706054688,0.0,199.60279846191406,18.09556007385254,9.671829223632812,81.81092834472656,0.0,154.39932250976562,14.280110359191895,6.217597007751465,64.5218505859375,0.0,101.41972351074219,7.877384662628174,3.5959784984588623,112.73445129394531,5.0,33.2564697265625,0.8501111268997192,-3.80433988571167,53.21624755859375,28.0,25.42745018005371
2011,5.716783046722412,0.984291136264801,94.03305053710938,15.0,36.04918670654297,7.532237529754639,1.9442285299301147,41.795799255371094,7.0,53.04447937011719,11.92798900604248,1.8930513858795166,16.060224533081055,10.0,159.06710815429688,19.227445602416992,7.287446022033691,18.343137741088867,0.0,236.3282928466797,20.085546493530273,8.548829078674316,19.759103775024414,0.0,301.4778747558594,21.430517196655273,11.456512451171875,81.77114868164062,0.0,249.80335998535156,20.118824005126953,11.62276554107666,71.6633071899414,0.0,226.89747619628906,21.92510986328125,12.729276657104492,112.12409210205078,0.0,207.45489501953125,20.974327087402344,11.375462532043457,46.945098876953125,0.0,162.1946258544922,16.039628982543945,7.360165596008301,40.79719924926758,0.0,103.63652801513672,11.527152061462402,4.316737174987793,5.6935577392578125,4.0,52.77714157104492,8.009954452514648,3.180516004562378,170.78823852539062,2.0,27.802465438842773
2012,7.106680870056152,2.0206198692321777,91.3829116821289,8.0,36.85422897338867,3.3657586574554443,-3.6560676097869873,27.583194732666016,16.0,73.49366760253906,13.272933006286621,3.1884729862213135,28.818769454956055,1.0,147.10218811035156,12.465401649475098,3.543015718460083,77.10391998291016,4.0,174.0045928955078,19.1101131439209,8.768182754516602,56.86106491088867,0.0,252.60302734375,19.644405364990234,10.735459327697754,102.78431701660156,0.0,225.0104217529297,21.880483627319336,12.232909202575684,121.03081512451172,0.0,250.29344177246094,24.373369216918945,12.905491828918457,38.106163024902344,0.0,247.51820373535156,19.328990936279297,8.676021575927734,42.617088317871094,0.0,164.95864868164062,14.581121444702148,6.570546627044678,114.91344451904297,2.0,90.08605194091797,9.182229995727539,3.710507869720459,48.51905059814453,1.0,39.80851364135742,6.709628582000732,2.4089598655700684,146.74258422851562,9.0,26.374116897583008
2013,3.7780308723449707,-0.8771067261695862,55.75938415527344,17.0,30.358095169067383,3.4370038509368896,-1.4233973026275635,46.176753997802734,21.0,55.203922271728516,6.139799118041992,-1.0195951461791992,38.6274528503418,20.0,117.529296875,13.28532600402832,3.152981996536255,23.50644302368164,7.0,194.80123901367188,15.294034957885742,6.723532676696777,91.33389282226562,0.0,205.23988342285156,20.22447395324707,10.134662628173828,64.09860229492188,0.0,247.6662139892578,25.152538299560547,13.68093204498291,56.01848602294922,0.0,298.06072998046875,23.55036163330078,12.229055404663086,30.00084114074707,0.0,239.25714111328125,19.360090255737305,9.429301261901855,80.63922119140625,0.0,148.39707946777344,15.875921249389648,8.661894798278809,91.55714416503906,0.0,88.65109252929688,8.497475624084473,3.297579765319824,115.99440002441406,2.0,38.08224105834961,7.845949649810791,2.341885805130005,69.78571319580078,7.0,34.83204650878906
