Year,Region,Country,Crop,Area_hectares,Yield_t_per_ha,Winter_Tmax,Spring_Tmax,Summer_Tmax,Autumn_Tmax,Winter_Tmin,Spring_Tmin,Summer_Tmin,Autumn_Tmin,Spring_Temp_Mean,Summer_Temp_Mean,Flowering_Temp,Grain_Filling_Temp,Summer_Tmax_Peak,Spring_Tmin_Coldest,Spring_Temp_Range,Summer_Temp_Range,Spring_GDD,Summer_GDD,Winter_Rain,Spring_Rain,Summer_Rain,Autumn_Rain,Planting_Rain,Grain_Filling_Rain,Harvest_Rain,Annual_Rain,Rain_Deviation_from_Optimal,Spring_Rain_Squared,Summer_Rain_Squared,Winter_Sun,Spring_Sun,Summer_Sun,Autumn_Sun,Grain_Filling_Sun,Flowering_Sun,Summer_Sun_per_Rain,Winter_Frost,Spring_Frost,Autumn_Frost,Late_Spring_Frost,Spring_Temp_x_Rain,Summer_Temp_x_Rain,Summer_Temp_x_Sun,Heat_Stress,Cold_Spring,Extreme_Summer_Rain,Drought_Spring
2016,Nord,France,Oilseed_Rape,317110,3.207,7.778411865234375,13.910153071085611,23.219703674316406,15.909049987792969,2.111994425455729,5.137740055720012,13.176427523295084,7.840669631958008,9.523946563402813,18.198065598805744,19.422218322753903,22.23072624206543,25.19765853881836,2.4265992641448975,8.7724130153656,10.043276151021322,857.155190706253,1637.825903892517,171.09628295898438,256.1278953552246,146.11273574829102,144.50315475463867,129.80400466918945,113.70744323730467,56.5025749206543,717.8400688171387,202.49409172155345,65601.49877909689,21348.93154784992,159.92658233642578,570.2767333984375,747.8565368652344,331.896484375,490.4642028808594,447.0628356933594,5.083560801593768,27.0,9.0,4.0,2.0,2439.3483887599864,2658.969149968369,17365.007176911226,1,0,0,0
2016,Ouest,France,Oilseed_Rape,284781,3.292,9.939315795898438,14.781821568806969,23.91221745808919,17.387437502543133,3.5424250761667886,5.658332268397014,13.29941463470459,8.402183850606283,10.22007691860199,18.60581604639689,19.81407356262207,22.71887588500977,26.298900604248047,3.326455354690552,9.123489300409954,10.612802823384602,919.8069226741792,1674.5234441757202,259.35428619384766,214.6568946838379,95.36030673980711,154.9159755706787,138.91370010375977,76.19690036773682,30.370171546936035,724.2874631881714,196.04669735052073,46077.58243530827,9093.588101510104,187.59624862670896,615.1962280273438,805.3418579101562,371.1773452758789,524.2955322265625,475.1914825439453,8.357609944982292,13.0,1.0,2.0,0.0,2193.80997477707,1774.2563253288329,19257.509634449223,1,0,0,0
2016,Sud,France,Oilseed_Rape,107275,3.166,9.760935147603352,14.6723051071167,25.222732543945312,17.50938828786214,1.7572962641716003,4.954967141151428,13.190739313761393,7.601009686787923,9.813636124134064,19.20673592885335,20.297656059265137,24.28801918029785,27.09215927124023,1.7106884717941284,9.717337965965273,12.03199323018392,883.2272511720657,1728.6062335968018,250.39566612243652,271.96514892578125,135.36827278137207,273.72530364990234,158.69691467285156,112.15464782714844,64.33261299133301,931.4543914794922,11.12023094080007,73965.04223022237,18324.56927581196,240.96124267578125,660.8565673828125,909.7218322753906,427.7041778564453,602.844482421875,550.9375,6.671066617774591,25.0,6.0,1.0,0.0,2668.9670100035473,2599.9826684568,22945.670464870054,1,1,0,0
2004,Nord_DE,Germany,Oats,31261,5.295,4.432606935501099,13.109906832377115,21.42678705851237,13.555578072865805,-0.2122591336568196,4.3079235553741455,12.129287401835125,6.292231639226277,8.70891519387563,16.778037230173748,17.9752197265625,20.257768630981445,23.76482391357422,1.146190881729126,8.80198327700297,9.297499656677248,783.8023674488068,1510.0233507156372,202.4011993408203,115.76644134521484,267.41284942626953,182.70034790039065,69.59674835205078,187.35445404052737,186.46892547607425,768.2808380126953,152.0533225259968,13401.868941735069,71509.6320382767,105.87972640991212,563.0747833251953,713.2241363525391,282.0703468322754,480.5789031982422,477.9334564208984,2.6571907338901632,47.0,13.0,9.0,1.0,1008.2001199722534,4486.662743500797,15282.101694617246,1,1,0,1
2004,Nord_DE,Germany,Oilseed_Rape,503045,4.363,4.432606935501099,13.109906832377115,21.42678705851237,13.555578072865805,-0.2122591336568196,4.3079235553741455,12.129287401835125,6.292231639226277,8.70891519387563,16.778037230173748,17.9752197265625,20.257768630981445,23.76482391357422,1.146190881729126,8.80198327700297,9.297499656677248,783.8023674488068,1510.0233507156372,202.4011993408203,115.76644134521484,267.41284942626953,182.70034790039065,69.59674835205078,187.35445404052737,186.46892547607425,768.2808380126953,152.0533225259968,13401.868941735069,71509.6320382767,105.87972640991212,563.0747833251953,713.2241363525391,282.0703468322754,480.5789031982422,477.9334564208984,2.6571907338901632,47.0,13.0,9.0,1.0,1008.2001199722534,4486.662743500797,15282.101694617246,1,1,0,1
2004,Nord_DE,Germany,Spring_Barley,68901,4.852,4.432606935501099,13.109906832377115,21.42678705851237,13.555578072865805,-0.2122591336568196,4.3079235553741455,12.129287401835125,6.292231639226277,8.70891519387563,16.778037230173748,17.9752197265625,20.257768630981445,23.76482391357422,1.146190881729126,8.80198327700297,9.297499656677248,783.8023674488068,1510.0233507156372,202.4011993408203,115.76644134521484,267.41284942626953,182.70034790039065,69.59674835205078,187.35445404052737,186.46892547607425,768.2808380126953,152.0533225259968,13401.868941735069,71509.6320382767,105.87972640991212,563.0747833251953,713.2241363525391,282.0703468322754,480.5789031982422,477.9334564208984,2.6571907338901632,47.0,13.0,9.0,1.0,1008.2001199722534,4486.662743500797,15282.101694617246,1,1,0,1
2004,Nord_DE,Germany,Wheat,893851,8.4,4.432606935501099,13.109906832377115,21.42678705851237,13.555578072865805,-0.2122591336568196,4.3079235553741455,12.129287401835125,6.292231639226277,8.70891519387563,16.778037230173748,17.9752197265625,20.257768630981445,23.76482391357422,1.146190881729126,8.80198327700297,9.297499656677248,783.8023674488068,1510.0233507156372,202.4011993408203,115.76644134521484,267.41284942626953,182.70034790039065,69.59674835205078,187.35445404052737,186.46892547607425,768.2808380126953,152.0533225259968,13401.868941735069,71509.6320382767,105.87972640991212,563.0747833251953,713.2241363525391,282.0703468322754,480.5789031982422,477.9334564208984,2.6571907338901632,47.0,13.0,9.0,1.0,1008.2001199722534,4486.662743500797,15282.101694617246,1,1,0,1
2004,Nord_DE,Germany,Winter_Barley,384928,7.548,4.432606935501099,13.109906832377115,21.42678705851237,13.555578072865805,-0.2122591336568196,4.3079235553741455,12.129287401835125,6.292231639226277,8.70891519387563,16.778037230173748,17.9752197265625,20.257768630981445,23.76482391357422,1.146190881729126,8.80198327700297,9.297499656677248,783.8023674488068,1510.0233507156372,202.4011993408203,115.76644134521484,267.41284942626953,182.70034790039065,69.59674835205078,187.35445404052737,186.46892547607425,768.2808380126953,152.0533225259968,13401.868941735069,71509.6320382767,105.87972640991212,563.0747833251953,713.2241363525391,282.0703468322754,480.5789031982422,477.9334564208984,2.6571907338901632,47.0,13.0,9.0,1.0,1008.2001199722534,4486.662743500797,15282.101694617246,1,1,0,1
2004,Ost_DE,Germany,Oats,33610,4.976,3.4544231494267783,13.320738156636557,22.5429630279541,13.585689067840576,-1.78417573372523,3.648973216613134,11.672798792521158,5.262007673581441,8.484855686624845,17.10788091023763,18.563776969909668,21.489100456237793,24.65068817138672,0.3553859889507293,9.671764940023422,10.870164235432943,763.637011796236,1539.7092819213867,145.3427276611328,125.08251953125,216.3143615722656,147.72096633911133,56.61659240722656,160.58349609375,156.01123809814453,634.4605751037598,285.87358543493235,15645.636692285538,46791.90302241687,117.01145362854004,564.2899475097656,753.0719146728516,301.3320617675781,510.5990447998047,483.3272705078125,3.465357324865183,62.0,20.0,12.0,2.0,1061.30712714209,3700.680336952403,16976.4723298607,1,1,0,1
2004,Ost_DE,Germany,Oilseed_Rape,571074,4.12,3.4544231494267783,13.320738156636557,22.5429630279541,13.585689067840576,-1.78417573372523,3.648973216613134,11.672798792521158,5.262007673581441,8.484855686624845,17.10788091023763,18.563776969909668,21.489100456237793,24.65068817138672,0.3553859889507293,9.671764940023422,10.870164235432943,763.637011796236,1539.7092819213867,145.3427276611328,125.08251953125,216.3143615722656,147.72096633911133,56.61659240722656,160.58349609375,156.01123809814453,634.4605751037598,285.87358543493235,15645.636692285538,46791.90302241687,117.01145362854004,564.2899475097656,753.0719146728516,301.3320617675781,510.5990447998047,483.3272705078125,3.465357324865183,62.0,20.0,12.0,2.0,1061.30712714209,3700.680336952403,16976.4723298607,1,1,0,1
2004,Ost_DE,Germany,Spring_Barley,101578,5.658,3.4544231494267783,13.320738156636557,22.5429630279541,13.585689067840576,-1.78417573372523,3.648973216613134,11.672798792521158,5.262007673581441,8.484855686624845,17.10788091023763,18.563776969909668,21.489100456237793,24.65068817138672,0.3553859889507293,9.671764940023422,10.870164235432943,763.637011796236,1539.7092819213867,145.3427276611328,125.08251953125,216.3143615722656,147.72096633911133,56.61659240722656,160.58349609375,156.01123809814453,634.4605751037598,285.87358543493235,15645.636692285538,46791.90302241687,117.01145362854004,564.2899475097656,753.0719146728516,301.3320617675781,510.5990447998047,483.3272705078125,3.465357324865183,62.0,20.0,12.0,2.0,1061.30712714209,3700.680336952403,16976.4723298607,1,1,0,1
2004,Ost_DE,Germany,Wheat,827347,7.95,3.4544231494267783,13.320738156636557,22.5429630279541,13.585689067840576,-1.78417573372523,3.648973216613134,11.672798792521158,5.262007673581441,8.484855686624845,17.10788091023763,18.563776969909668,21.489100456237793,24.65068817138672,0.3553859889507293,9.671764940023422,10.870164235432943,763.637011796236,1539.7092819213867,145.3427276611328,125.08251953125,216.3143615722656,147.72096633911133,56.61659240722656,160.58349609375,156.01123809814453,634.4605751037598,285.87358543493235,15645.636692285538,46791.90302241687,117.01145362854004,564.2899475097656,753.0719146728516,301.3320617675781,510.5990447998047,483.3272705078125,3.465357324865183,62.0,20.0,12.0,2.0,1061.30712714209,3700.680336952403,16976.4723298607,1,1,0,1
2004,Ost_DE,Germany,Winter_Barley,336079,7.08,3.4544231494267783,13.320738156636557,22.5429630279541,13.585689067840576,-1.78417573372523,3.648973216613134,11.672798792521158,5.262007673581441,8.484855686624845,17.10788091023763,18.563776969909668,21.489100456237793,24.65068817138672,0.3553859889507293,9.671764940023422,10.870164235432943,763.637011796236,1539.7092819213867,145.3427276611328,125.08251953125,216.3143615722656,147.72096633911133,56.61659240722656,160.58349609375,156.01123809814453,634.4605751037598,285.87358543493235,15645.636692285538,46791.90302241687,117.01145362854004,564.2899475097656,753.0719146728516,301.3320617675781,510.5990447998047,483.3272705078125,3.465357324865183,62.0,20.0,12.0,2.0,1061.30712714209,3700.680336952403,16976.4723298607,1,1,0,1
2004,Sued_DE,Germany,Oats,67505,5.236,2.9110238949457803,12.988768259684244,22.504318873087566,13.226451873779297,-2.873189608256022,2.500105381011963,11.526707649230955,5.184660375118256,7.744436820348104,17.015513261159263,18.628339767456055,21.828781127929688,23.85539436340332,-1.2890510559082031,10.48866287867228,10.97761122385661,696.9993138313293,1531.3961935043335,227.10712814331055,166.53839874267578,276.8745651245117,207.400390625,82.28850555419922,179.59578704833984,197.03648376464844,877.920482635498,42.41367790319407,27735.03825577447,76659.52481288748,157.5053825378418,640.1994781494141,786.6214599609375,322.18657302856445,542.0399169921875,530.1544494628906,2.8308508898915,70.0,23.0,16.0,3.0,1289.7461072245926,4711.162834553833,17702.38016737462,1,1,0,1
2004,Sued_DE,Germany,Oilseed_Rape,241009,3.869,2.9110238949457803,12.988768259684244,22.504318873087566,13.226451873779297,-2.873189608256022,2.500105381011963,11.526707649230955,5.184660375118256,7.744436820348104,17.015513261159263,18.628339767456055,21.828781127929688,23.85539436340332,-1.2890510559082031,10.48866287867228,10.97761122385661,696.9993138313293,1531.3961935043335,227.10712814331055,166.53839874267578,276.8745651245117,207.400390625,82.28850555419922,179.59578704833984,197.03648376464844,877.920482635498,42.41367790319407,27735.03825577447,76659.52481288748,157.5053825378418,640.1994781494141,786.6214599609375,322.18657302856445,542.0399169921875,530.1544494628906,2.8308508898915,70.0,23.0,16.0,3.0,1289.7461072245926,4711.162834553833,17702.38016737462,1,1,0,1
2004,Sued_DE,Germany,Spring_Barley,223109,5.614,2.9110238949457803,12.988768259684244,22.504318873087566,13.226451873779297,-2.873189608256022,2.500105381011963,11.526707649230955,5.184660375118256,7.744436820348104,17.015513261159263,18.628339767456055,21.828781127929688,23.85539436340332,-1.2890510559082031,10.48866287867228,10.97761122385661,696.9993138313293,1531.3961935043335,227.10712814331055,166.53839874267578,276.8745651245117,207.400390625,82.28850555419922,179.59578704833984,197.03648376464844,877.920482635498,42.41367790319407,27735.03825577447,76659.52481288748,157.5053825378418,640.1994781494141,786.6214599609375,322.18657302856445,542.0399169921875,530.1544494628906,2.8308508898915,70.0,23.0,16.0,3.0,1289.7461072245926,4711.162834553833,17702.38016737462,1,1,0,1
2004,Sued_DE,Germany,Wheat,662521,8.047,2.9110238949457803,12.988768259684244,22.504318873087566,13.226451873779297,-2.873189608256022,2.500105381011963,11.526707649230955,5.184660375118256,7.744436820348104,17.015513261159263,18.628339767456055,21.828781127929688,23.85539436340332,-1.2890510559082031,10.48866287867228,10.97761122385661,696.9993138313293,1531.3961935043335,227.10712814331055,166.53839874267578,276.8745651245117,207.400390625,82.28850555419922,179.59578704833984,197.03648376464844,877.920482635498,42.41367790319407,27735.03825577447,76659.52481288748,157.5053825378418,640.1994781494141,786.6214599609375,322.18657302856445,542.0399169921875,530.1544494628906,2.8308508898915,70.0,23.0,16.0,3.0,1289.7461072245926,4711.162834553833,17702.38016737462,1,1,0,1
2004,Sued_DE,Germany,Winter_Barley,396345,6.503,2.9110238949457803,12.988768259684244,22.504318873087566,13.226451873779297,-2.873189608256022,2.500105381011963,11.526707649230955,5.184660375118256,7.744436820348104,17.015513261159263,18.628339767456055,21.828781127929688,23.85539436340332,-1.2890510559082031,10.48866287867228,10.97761122385661,696.9993138313293,1531.3961935043335,227.10712814331055,166.53839874267578,276.8745651245117,207.400390625,82.28850555419922,179.59578704833984,197.03648376464844,877.920482635498,42.41367790319407,27735.03825577447,76659.52481288748,157.5053825378418,640.1994781494141,786.6214599609375,322.18657302856445,542.0399169921875,530.1544494628906,2.8308508898915,70.0,23.0,16.0,3.0,1289.7461072245926,4711.162834553833,17702.38016737462,1,1,0,1
2004,West_DE,Germany,Oats,38436,5.212,4.325354099273682,13.597249348958334,22.21575482686361,13.725587209065756,-0.7030497988065084,3.9692445397377014,12.108572959899902,6.146222313245137,8.783246944348019,17.162163893381752,18.68226432800293,21.364761352539062,23.917741775512695,0.5927082896232605,9.628004809220633,10.107181866963703,790.4922249913216,1544.594750404358,206.54621505737305,159.71260833740234,270.3164520263672,190.09939575195312,85.6500473022461,153.77235412597656,214.08365631103516,826.6746711730957,93.65948936559641,25508.11726193648,73070.98423612327,118.84064865112305,577.5039672851562,725.1729431152344,297.02073669433594,500.7317352294922,492.8752746582031,2.672793845338801,56.0,18.0,10.0,1.0,1402.795279153341,4639.215252753979,16110.264311323155,1,1,0,1
2004,West_DE,Germany,Oilseed_Rape,181623,3.798,4.325354099273682,13.597249348958334,22.21575482686361,13.725587209065756,-0.7030497988065084,3.9692445397377014,12.108572959899902,6.146222313245137,8.783246944348019,17.162163893381752,18.68226432800293,21.364761352539062,23.917741775512695,0.5927082896232605,9.628004809220633,10.107181866963703,790.4922249913216,1544.594750404358,206.54621505737305,159.71260833740234,270.3164520263672,190.09939575195312,85.6500473022461,153.77235412597656,214.08365631103516,826.6746711730957,93.65948936559641,25508.11726193648,73070.98423612327,118.84064865112305,577.5039672851562,725.1729431152344,297.02073669433594,500.7317352294922,492.8752746582031,2.672793845338801,56.0,18.0,10.0,1.0,1402.795279153341,4639.215252753979,16110.264311323155,1,1,0,1
2004,West_DE,Germany,Spring_Barley,91507,5.51,4.325354099273682,13.597249348958334,22.21575482686361,13.725587209065756,-0.7030497988065084,3.9692445397377014,12.108572959899902,6.146222313245137,8.783246944348019,17.162163893381752,18.68226432800293,21.364761352539062,23.917741775512695,0.5927082896232605,9.628004809220633,10.107181866963703,790.4922249913216,1544.594750404358,206.54621505737305,159.71260833740234,270.3164520263672,190.09939575195312,85.6500473022461,153.77235412597656,214.08365631103516,826.6746711730957,93.65948936559641,25508.11726193648,73070.98423612327,118.84064865112305,577.5039672851562,725.1729431152344,297.02073669433594,500.7317352294922,492.8752746582031,2.672793845338801,56.0,18.0,10.0,1.0,1402.795279153341,4639.215252753979,16110.264311323155,1,1,0,1
2004,West_DE,Germany,Wheat,519603,8.449,4.325354099273682,13.597249348958334,22.21575482686361,13.725587209065756,-0.7030497988065084,3.9692445397377014,12.108572959899902,6.146222313245137,8.783246944348019,17.162163893381752,18.68226432800293,21.364761352539062,23.917741775512695,0.5927082896232605,9.628004809220633,10.107181866963703,790.4922249913216,1544.594750404358,206.54621505737305,159.71260833740234,270.3164520263672,190.09939575195312,85.6500473022461,153.77235412597656,214.08365631103516,826.6746711730957,93.65948936559641,25508.11726193648,73070.98423612327,118.84064865112305,577.5039672851562,725.1729431152344,297.02073669433594,500.7317352294922,492.8752746582031,2.672793845338801,56.0,18.0,10.0,1.0,1402.795279153341,4639.215252753979,16110.264311323155,1,1,0,1
2004,West_DE,Germany,Winter_Barley,288141,7.161,4.325354099273682,13.597249348958334,22.21575482686361,13.725587209065756,-0.7030497988065084,3.9692445397377014,12.108572959899902,6.146222313245137,8.783246944348019,17.162163893381752,18.68226432800293,21.364761352539062,23.917741775512695,0.5927082896232605,9.628004809220633,10.107181866963703,790.4922249913216,1544.594750404358,206.54621505737305,159.71260833740234,270.3164520263672,190.09939575195312,85.6500473022461,153.77235412597656,214.08365631103516,826.6746711730957,93.65948936559641,25508.11726193648,73070.98423612327,118.84064865112305,577.5039672851562,725.1729431152344,297.02073669433594,500.7317352294922,492.8752746582031,2.672793845338801,56.0,18.0,10.0,1.0,1402.795279153341,4639.215252753979,16110.264311323155,1,1,0,1
2005,Nord_DE,Germany,Oats,31261,4.778,4.2657151222229,13.09276533126831,21.462093353271484,15.068186283111572,-0.3781169354915617,3.6798212826251984,11.703719774881998,6.702557484308879,8.386293306946754,16.58290656407674,19.08895206451416,21.892390251159668,23.045724868774418,-0.2766462862491607,9.412944048643112,9.758373578389486,754.7663976252079,1492.4615907669067,182.2581329345703,152.3089084625244,210.75273895263672,143.01634979248047,70.35342597961426,150.7076187133789,167.22106170654297,688.3361301422119,231.9980303964802,23198.00359704564,44416.71697603824,106.8383903503418,585.5878448486328,723.5726318359375,312.74308013916016,521.0627288818359,532.9752197265625,3.4170638614397375,47.0,19.0,10.0,2.0,1277.3071796276345,3494.892978174831,15529.383372335227,1,1,0,1
2005,Nord_DE,Germany,Oilseed_Rape,502699,3.893,4.2657151222229,13.09276533126831,21.462093353271484,15.068186283111572,-0.3781169354915617,3.6798212826251984,11.703719774881998,6.702557484308879,8.386293306946754,16.58290656407674,19.08895206451416,21.892390251159668,23.045724868774418,-0.2766462862491607,9.412944048643112,9.758373578389486,754.7663976252079,1492.4615907669067,182.2581329345703,152.3089084625244,210.75273895263672,143.01634979248047,70.35342597961426,150.7076187133789,167.22106170654297,688.3361301422119,231.9980303964802,23198.00359704564,44416.71697603824,106.8383903503418,585.5878448486328,723.5726318359375,312.74308013916016,521.0627288818359,532.9752197265625,3.4170638614397375,47.0,19.0,10.0,2.0,1277.3071796276345,3494.892978174831,15529.383372335227,1,1,0,1
2005,Nord_DE,Germany,Spring_Barley,68876,4.793,4.2657151222229,13.09276533126831,21.462093353271484,15.068186283111572,-0.3781169354915617,3.6798212826251984,11.703719774881998,6.702557484308879,8.386293306946754,16.58290656407674,19.08895206451416,21.892390251159668,23.045724868774418,-0.2766462862491607,9.412944048643112,9.758373578389486,754.7663976252079,1492.4615907669067,182.2581329345703,152.3089084625244,210.75273895263672,143.01634979248047,70.35342597961426,150.7076187133789,167.22106170654297,688.3361301422119,231.9980303964802,23198.00359704564,44416.71697603824,106.8383903503418,585.5878448486328,723.5726318359375,312.74308013916016,521.0627288818359,532.9752197265625,3.4170638614397375,47.0,19.0,10.0,2.0,1277.3071796276345,3494.892978174831,15529.383372335227,1,1,0,1
2005,Nord_DE,Germany,Wheat,893851,8.197,4.2657151222229,13.09276533126831,21.462093353271484,15.068186283111572,-0.3781169354915617,3.6798212826251984,11.703719774881998,6.702557484308879,8.386293306946754,16.58290656407674,19.08895206451416,21.892390251159668,23.045724868774418,-0.2766462862491607,9.412944048643112,9.758373578389486,754.7663976252079,1492.4615907669067,182.2581329345703,152.3089084625244,210.75273895263672,143.01634979248047,70.35342597961426,150.7076187133789,167.22106170654297,688.3361301422119,231.9980303964802,23198.00359704564,44416.71697603824,106.8383903503418,585.5878448486328,723.5726318359375,312.74308013916016,521.0627288818359,532.9752197265625,3.4170638614397375,47.0,19.0,10.0,2.0,1277.3071796276345,3494.892978174831,15529.383372335227,1,1,0,1
2005,Nord_DE,Germany,Winter_Barley,384890,7.468,4.2657151222229,13.09276533126831,21.462093353271484,15.068186283111572,-0.3781169354915617,3.6798212826251984,11.703719774881998,6.702557484308879,8.386293306946754,16.58290656407674,19.08895206451416,21.892390251159668,23.045724868774418,-0.2766462862491607,9.412944048643112,9.758373578389486,754.7663976252079,1492.4615907669067,182.2581329345703,152.3089084625244,210.75273895263672,143.01634979248047,70.35342597961426,150.7076187133789,167.22106170654297,688.3361301422119,231.9980303964802,23198.00359704564,44416.71697603824,106.8383903503418,585.5878448486328,723.5726318359375,312.74308013916016,521.0627288818359,532.9752197265625,3.4170638614397375,47.0,19.0,10.0,2.0,1277.3071796276345,3494.892978174831,15529.383372335227,1,1,0,1
2005,Ost_DE,Germany,Oats,32967,4.243,3.091800570487976,13.730224609375,22.366687138875324,14.796956698099772,-2.0693178375562034,3.1510770320892334,11.34200382232666,5.620616475741069,8.440650820732117,16.85434548060099,20.13715648651123,22.877243995666504,23.928720474243164,-1.0766808986663818,10.579147577285768,11.024683316548664,759.6585738658905,1516.8910932540894,179.21900177001953,124.23711204528809,217.4748497009277,113.3177490234375,48.77591514587402,157.0629844665527,175.72025299072266,634.2487125396729,286.08544799901927,15434.860009353466,47295.31025244111,115.71322059631348,608.6524505615234,749.2647552490234,330.53110122680664,533.2030639648438,542.5574340820312,3.429524067757451,61.0,26.0,14.0,7.0,1048.6420817504488,3665.396250201211,16758.5703648409,1,1,0,1
2005,Ost_DE,Germany,Oilseed_Rape,571906,3.727,3.091800570487976,13.730224609375,22.366687138875324,14.796956698099772,-2.0693178375562034,3.1510770320892334,11.34200382232666,5.620616475741069,8.440650820732117,16.85434548060099,20.13715648651123,22.877243995666504,23.928720474243164,-1.0766808986663818,10.579147577285768,11.024683316548664,759.6585738658905,1516.8910932540894,179.21900177001953,124.23711204528809,217.4748497009277,113.3177490234375,48.77591514587402,157.0629844665527,175.72025299072266,634.2487125396729,286.08544799901927,15434.860009353466,47295.31025244111,115.71322059631348,608.6524505615234,749.2647552490234,330.53110122680664,533.2030639648438,542.5574340820312,3.429524067757451,61.0,26.0,14.0,7.0,1048.6420817504488,3665.396250201211,16758.5703648409,1,1,0,1
2005,Ost_DE,Germany,Spring_Barley,101548,4.717,3.091800570487976,13.730224609375,22.366687138875324,14.796956698099772,-2.0693178375562034,3.1510770320892334,11.34200382232666,5.620616475741069,8.440650820732117,16.85434548060099,20.13715648651123,22.877243995666504,23.928720474243164,-1.0766808986663818,10.579147577285768,11.024683316548664,759.6585738658905,1516.8910932540894,179.21900177001953,124.23711204528809,217.4748497009277,113.3177490234375,48.77591514587402,157.0629844665527,175.72025299072266,634.2487125396729,286.08544799901927,15434.860009353466,47295.31025244111,115.71322059631348,608.6524505615234,749.2647552490234,330.53110122680664,533.2030639648438,542.5574340820312,3.429524067757451,61.0,26.0,14.0,7.0,1048.6420817504488,3665.396250201211,16758.5703648409,1,1,0,1
2005,Ost_DE,Germany,Wheat,827347,7.076,3.091800570487976,13.730224609375,22.366687138875324,14.796956698099772,-2.0693178375562034,3.1510770320892334,11.34200382232666,5.620616475741069,8.440650820732117,16.85434548060099,20.13715648651123,22.877243995666504,23.928720474243164,-1.0766808986663818,10.579147577285768,11.024683316548664,759.6585738658905,1516.8910932540894,179.21900177001953,124.23711204528809,217.4748497009277,113.3177490234375,48.77591514587402,157.0629844665527,175.72025299072266,634.2487125396729,286.08544799901927,15434.860009353466,47295.31025244111,115.71322059631348,608.6524505615234,749.2647552490234,330.53110122680664,533.2030639648438,542.5574340820312,3.429524067757451,61.0,26.0,14.0,7.0,1048.6420817504488,3665.396250201211,16758.5703648409,1,1,0,1
2005,Ost_DE,Germany,Winter_Barley,335896,6.513,3.091800570487976,13.730224609375,22.366687138875324,14.796956698099772,-2.0693178375562034,3.1510770320892334,11.34200382232666,5.620616475741069,8.440650820732117,16.85434548060099,20.13715648651123,22.877243995666504,23.928720474243164,-1.0766808986663818,10.579147577285768,11.024683316548664,759.6585738658905,1516.8910932540894,179.21900177001953,124.23711204528809,217.4748497009277,113.3177490234375,48.77591514587402,157.0629844665527,175.72025299072266,634.2487125396729,286.08544799901927,15434.860009353466,47295.31025244111,115.71322059631348,608.6524505615234,749.2647552490234,330.53110122680664,533.2030639648438,542.5574340820312,3.429524067757451,61.0,26.0,14.0,7.0,1048.6420817504488,3665.396250201211,16758.5703648409,1,1,0,1
2005,Sued_DE,Germany,Oats,67505,4.508,1.780258297920227,13.568281809488932,22.271079381306965,13.841123580932615,-4.192760070164998,2.835707902908325,11.26208464304606,4.9508571326732635,8.201994856198628,16.766582012176514,20.68967342376709,23.077580451965332,23.343029022216797,-2.0133516788482666,10.732573906580608,11.008994738260904,738.1795370578766,1508.9923810958862,222.34644317626953,231.0852165222168,301.8029975891113,143.27984619140625,140.1589317321777,181.05134201049805,240.97042846679688,898.5145034790039,21.81965705968821,53400.37729511982,91085.04935377314,158.63518905639648,632.6860046386719,785.6270446777344,352.1736640930176,563.4370727539062,579.8095703125,2.5945154140904223,71.0,23.0,15.0,6.0,1895.359757258768,5060.204710598546,17496.762276119414,1,1,0,0
2005,Sued_DE,Germany,Oilseed_Rape,239160,3.709,1.780258297920227,13.568281809488932,22.271079381306965,13.841123580932615,-4.192760070164998,2.835707902908325,11.26208464304606,4.9508571326732635,8.201994856198628,16.766582012176514,20.68967342376709,23.077580451965332,23.343029022216797,-2.0133516788482666,10.732573906580608,11.008994738260904,738.1795370578766,1508.9923810958862,222.34644317626953,231.0852165222168,301.8029975891113,143.27984619140625,140.1589317321777,181.05134201049805,240.97042846679688,898.5145034790039,21.81965705968821,53400.37729511982,91085.04935377314,158.63518905639648,632.6860046386719,785.6270446777344,352.1736640930176,563.4370727539062,579.8095703125,2.5945154140904223,71.0,23.0,15.0,6.0,1895.359757258768,5060.204710598546,17496.762276119414,1,1,0,0
2005,Sued_DE,Germany,Spring_Barley,223109,4.508,1.780258297920227,13.568281809488932,22.271079381306965,13.841123580932615,-4.192760070164998,2.835707902908325,11.26208464304606,4.9508571326732635,8.201994856198628,16.766582012176514,20.68967342376709,23.077580451965332,23.343029022216797,-2.0133516788482666,10.732573906580608,11.008994738260904,738.1795370578766,1508.9923810958862,222.34644317626953,231.0852165222168,301.8029975891113,143.27984619140625,140.1589317321777,181.05134201049805,240.97042846679688,898.5145034790039,21.81965705968821,53400.37729511982,91085.04935377314,158.63518905639648,632.6860046386719,785.6270446777344,352.1736640930176,563.4370727539062,579.8095703125,2.5945154140904223,71.0,23.0,15.0,6.0,1895.359757258768,5060.204710598546,17496.762276119414,1,1,0,0
